t,con00,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,con51,con52,con53,con54,con55,con56,con57,con58,con59,con60,con61,con62,con63,con64,con65,con66,con67,con68,con69,con70,con71,con72,con73,con74,con75,con76,con77,con78,con79,con80,con81,con82,con83,con84,con85,con86,con87,con88,con89,stc00,stc01,stc02,stc03,stc04,stc05,stc06,stc07,stc08,stc09,stc10,stc11,stc12,stc13,stc14,stc15,stc16,stc17,stc18,stc19,stc20,stc21,stc22,stc23,stc24,stc25,stc26,stc27,stc28,stc29,stc30,stc31,stc32,stc33,stc34,stc35,stc36,stc37,stc38,stc39,stc40,stc41,stc42,stc43,stc44,stc45,stc46,stc47,stc48,stc49,stc50,stc51,stc52,stc53,stc54,stc55,stc56,stc57,stc58,stc59,stc60,stc61,stc62,stc63,stc64,stc65,stc66,stc67,stc68,stc69,stc70,stc71,stc72,stc73,stc74,stc75,stc76,stc77,stc78,stc79,stc80,stc81,stc82,stc83,stc84,stc85,stc86,stc87,stc88,stc89
97,9391.0,13392.0,12336.0,11776.0,11400.0,9334.0,10154.0,15770.0,15634.0,13078.0,11790.0,9699.0,9229.0,11403.0,12272.0,11549.0,12893.0,12665.0,8837.0,11625.0,12730.0,11367.0,11716.0,13904.0,8733.0,16872.0,19534.0,12757.0,12302.0,10941.0,8819.0,10341.0,12288.0,12361.0,13589.0,9874.0,10343.0,8622.0,11259.0,11285.0,11577.0,14969.0,9379.0,11737.0,15024.0,11591.0,12623.0,11151.0,10372.0,9889.0,12330.0,13599.0,11851.0,12848.0,10757.0,8919.0,9859.0,10755.0,11382.0,11147.0,9143.0,8351.0,13206.0,10837.0,8663.0,8620.0,9516.0,10724.0,13270.0,13871.0,11851.0,11462.0,10187.0,8375.0,11244.0,14849.0,12271.0,13867.0,9136.0,9799.0,10577.0,11729.0,10998.0,10113.0,9728.0,12191.0,10901.0,13800.0,13034.0,11350.0,0.313197736807123,0.20381513123216,0.2278059884433549,0.290832328106152,0.3079309916842496,0.4800092442801017,5.012489452886818e-05,0.8317223941067372,0.4248210661254139,0.0818201013513513,0.6834233908344826,0.75008441160817,0.6091789016364763,0.7552379677354575,0.1757575757575757,0.1452464788732394,0.4793087046139211,0.4789202305125871,0.2842091921608391,0.0256089943785134,0.6321984646745024,0.6224255771221179,0.3891888794992623,0.712025897634398,0.5191303542252691,0.2448398576512455,0.3940300858470504,0.3866374589266156,0.4134833157179526,0.02197265625,0.1313782991202346,0.5234427471098473,0.5618316569613552,0.0001378954207938,0.6089286748942581,0.4744604875019407,0.2537496696401714,0.5571804140650675,0.5505617977528086,0.3480916030534352,0.6077248038624021,0.7222985879286644,0.0978077571669477,0.1302153744201458,0.3075036436866273,0.1330338477961126,0.6161793372319687,0.2307692307692307,0.8035718828707354,0.2875226039783002,0.0012225649334058,0.1939393939393939,0.6900267032144414,0.5598290598290598,0.6339415649837682,0.0199293522363835,0.6070600360731769,0.3886576482830385,0.0049350459573597,0.744595416931325,0.2903954802259886,0.5990657843518881,0.7109621170840342,0.6019684299539603,0.5959572490706319,0.1960498067840273,0.4159764144321212,0.4475199291408325,0.1640033641715727,0.2831130823075066,0.0081474477372827,0.3224128965158606,0.0511860787610293,0.4718449686283853,0.2514372163388805,0.4565687789799073,0.3645965356991973,0.3585227272727271,0.5135149804602692,0.6801236492980801,0.1352601156069364,0.6155657306540516,0.6906285850410928,0.4432118644067796,0.034692882677933,0.2435124508519003,0.7234053005796183,0.1675870348139256,0.6655660427438447,0.4556102596680695
98,9030.0,12818.0,12978.0,11658.0,11760.0,10379.0,9880.0,14573.0,14883.0,12964.0,12062.0,10622.0,9066.0,10760.0,12240.0,11411.0,12773.0,13414.0,8841.0,9626.0,12520.0,11277.0,11921.0,14956.0,8893.0,15789.0,19072.0,12609.0,12512.0,11445.0,9025.0,9641.0,11757.0,13182.0,13503.0,10336.0,10483.0,8293.0,10491.0,11506.0,11536.0,16171.0,10051.0,11291.0,13858.0,11237.0,12914.0,11313.0,11449.0,9733.0,10578.0,13429.0,11799.0,12802.0,10984.0,8922.0,9409.0,10749.0,11499.0,11827.0,9339.0,8067.0,12570.0,10600.0,8623.0,8970.0,9790.0,10681.0,11551.0,13794.0,11870.0,11370.0,10793.0,8200.0,10375.0,14516.0,12434.0,14640.0,9942.0,9522.0,9920.0,11408.0,10838.0,10200.0,10860.0,12193.0,10775.0,13568.0,13047.0,11267.0,0.3114992621944095,0.19613712989945,0.2085449133251619,0.2907117008443908,0.3059947871416159,0.4760804252368847,0.0,0.8379185816780612,0.4179307766264287,0.0773680320945946,0.6764429924713435,0.7461928934010152,0.6086086928556717,0.744628154494946,0.1757575757575757,0.1553697183098591,0.4666243856032979,0.4858962693357597,0.2798523424008619,0.0218613366645846,0.647916034176172,0.6304503444722576,0.3999169256771272,0.7087482722168962,0.5220359109973219,0.2441281138790035,0.3873418917854611,0.3946593030251608,0.4235995772308621,0.02001953125,0.1460410557184751,0.5248002972320268,0.5720487030174695,0.0001367604790589,0.6079147111651892,0.4727526781555659,0.254146786118086,0.5612882024318105,0.4887827715355803,0.2519083969465652,0.5473747736873869,0.7255476016209365,0.0948566610455311,0.1232604373757455,0.3132434296102431,0.1353467064003914,0.6169590643274854,0.2307692307692307,0.7930902892614546,0.2835443037974683,0.0011633090313748,0.1939393939393939,0.6954641778426633,0.5608974358974359,0.6409940669427965,0.020168027113466,0.6077041999484669,0.3834547346514048,0.005333684041325,0.7277165053546126,0.2920903954802259,0.6033476060724018,0.7148317499427452,0.5997369162830029,0.5945631970260222,0.1960498067840273,0.4068510459076231,0.4127546501328609,0.1640033641715727,0.2831130823075066,0.0091272971344304,0.3208528341133645,0.0511860787610293,0.4556680001170426,0.2562783661119516,0.4488408037094282,0.3455851288550908,0.3096590909090908,0.5073279418150238,0.6787994876864384,0.1279383429672447,0.6087083893928216,0.6957273101508512,0.4364406779661016,0.0347199653341999,0.219397116644823,0.7167273263206277,0.1471788715486194,0.6401207501229796,0.4496148654014135
99,8868.0,11873.0,12810.0,11648.0,12020.0,11023.0,9774.0,15308.0,14235.0,12790.0,12270.0,11650.0,9067.0,10220.0,11964.0,11480.0,12650.0,13499.0,9163.0,9259.0,12171.0,11277.0,12149.0,16023.0,9435.0,14908.0,18661.0,12291.0,12819.0,11735.0,9769.0,9215.0,10947.0,13415.0,13336.0,10678.0,10721.0,8021.0,9213.0,11774.0,11455.0,17241.0,10968.0,11094.0,12095.0,11008.0,13002.0,11391.0,11854.0,9698.0,10238.0,13246.0,12362.0,12605.0,11167.0,9199.0,9252.0,11029.0,11674.0,12302.0,9876.0,7979.0,9667.0,10299.0,8607.0,9038.0,9888.0,10749.0,11117.0,13638.0,12459.0,11256.0,11152.0,8131.0,9104.0,14751.0,12494.0,15285.0,10863.0,9407.0,9808.0,11309.0,10720.0,10198.0,11355.0,12409.0,10354.0,13266.0,13811.0,11170.0,0.3228682425500289,0.2086984196445443,0.2085449133251619,0.2948934459187777,0.3339952836043191,0.4949651688731884,0.0009189563996959,0.8379185816780612,0.4495246234376669,0.0804476351351351,0.6859103343808639,0.7707437950314469,0.6187013882759144,0.7426869268357988,0.1616161616161616,0.1575704225352112,0.4880291739337244,0.5050045495905368,0.2827635101950285,0.0320424734540912,0.6518367523962354,0.6317726072742692,0.4070068894395347,0.7141348255169729,0.5430275059374422,0.2434163701067615,0.3989131290856108,0.3971275627477901,0.4231466102974482,0.0214843749999999,0.1372434017595308,0.5330456279741065,0.6039174166225516,0.0001339231247215,0.6152731907990034,0.4860528903379393,0.254146786118086,0.5358199145580023,0.5430711610486889,0.3358778625954197,0.5845906256286459,0.7360801185354446,0.1172006745362563,0.1288933068257124,0.3051724678336912,0.1437975359160254,0.6358674463937622,0.2183622828784119,0.7973897779021547,0.2929475587703435,0.0011878625819401,0.1939393939393939,0.6994491763715657,0.5662393162393162,0.6398746221873952,0.0227934507613728,0.6278021128575109,0.3949011446409989,0.0054735288530387,0.7556999640212675,0.2949152542372881,0.6095757103931492,0.7270724253121372,0.5978185975132324,0.608503717472119,0.2092171175039358,0.409834339463709,0.4083259521700619,0.1665264928511354,0.3012008206613564,0.0083924100865696,0.34399375975039,0.0516769546062561,0.4494396582354145,0.2624306606152295,0.459659969088099,0.3388255175327418,0.3210227272727272,0.5123816760746852,0.6807400693586719,0.1314065510597302,0.617746625580487,0.7037097404456369,0.4661016949152542,0.0359116022099447,0.2718217562254258,0.7197915339606632,0.1387755102040816,0.6623809574366434,0.4552132136901454
100,8832.0,10443.0,12622.0,11691.0,12139.0,11538.0,9988.0,14163.0,13984.0,12560.0,12426.0,12425.0,9307.0,9737.0,11555.0,11948.0,12693.0,13552.0,9924.0,9086.0,11558.0,11820.0,12159.0,17100.0,10163.0,14313.0,17792.0,11878.0,12949.0,12031.0,10709.0,8910.0,10327.0,13247.0,13298.0,10933.0,10836.0,7942.0,8802.0,11468.0,11344.0,18364.0,11572.0,11209.0,11312.0,11275.0,13085.0,11450.0,11954.0,9963.0,10124.0,12779.0,13144.0,12561.0,11373.0,9956.0,8769.0,10810.0,11741.0,12662.0,10642.0,7918.0,9013.0,10421.0,8603.0,9037.0,10139.0,10920.0,10864.0,13129.0,13039.0,11233.0,11334.0,8330.0,8606.0,14529.0,12474.0,15751.0,11505.0,9519.0,9109.0,11613.0,10636.0,10080.0,11377.0,13020.0,10130.0,12890.0,14411.0,11169.0,0.323643846563927,0.2102200960744726,0.1936613552792856,0.2960997185363892,0.3399528360431922,0.5484829476047409,0.0026816818572944,0.8379185816780612,0.4458124132037174,0.0822423986486486,0.6976950555040581,0.7741774875671718,0.6189864926663167,0.737532632706339,0.1555555555555555,0.1509683098591549,0.4912636752814333,0.5080376099484378,0.2807237123528573,0.0249843847595253,0.6552370212950513,0.6368336821371415,0.4000888035865189,0.7257866520681993,0.5604819013289764,0.2654804270462633,0.3976529888950146,0.4154852444348456,0.4291106749207308,0.0268603515625,0.0991202346041056,0.5440346389631175,0.6247750132345156,0.0001525645427177,0.6155628947215944,0.4857423795476893,0.2533479886050394,0.5555372987183699,0.4400749063670408,0.3435114503816793,0.5614564473948904,0.7402217184069122,0.1770657672849915,0.1282306163021868,0.303017599398204,0.1699061513143264,0.6715399610136452,0.2307692307692307,0.7680056987305061,0.2925858951175407,0.0011196582748141,0.1939393939393939,0.696916653941983,0.5651709401709402,0.6433449009291391,0.0214807389374194,0.6558361247101262,0.404786680541103,0.0055747957856589,0.7636952379260259,0.2983050847457626,0.6161930712339432,0.7290467277910714,0.6034952550972469,0.6077834572490706,0.2190926005438672,0.4021128737891339,0.4129760850310008,0.1745164003364171,0.3050627564566739,0.0080249665626393,0.3520540821632865,0.0526587062967098,0.4453849658695225,0.2712052445789208,0.4590417310664607,0.3379805661174482,0.3244318181818181,0.51297221016066,0.682886124384436,0.1321772639691715,0.6153487261837595,0.6998856966133181,0.459322033898305,0.0421406131513378,0.2975098296199214,0.7206325257314339,0.1414165666266506,0.6658845512745649,0.4596998332406893
101,9077.0,9834.0,12329.0,11898.0,12360.0,11731.0,10719.0,13418.0,13855.0,12287.0,12596.0,13079.0,9962.0,9466.0,10931.0,12402.0,12619.0,13553.0,11258.0,9043.0,10753.0,11945.0,12156.0,18011.0,11060.0,13947.0,16861.0,11621.0,13091.0,12103.0,11256.0,8773.0,9826.0,12916.0,13794.0,11032.0,11098.0,7917.0,8527.0,10888.0,11140.0,19327.0,11953.0,11685.0,10788.0,11148.0,13013.0,11587.0,11925.0,10684.0,10109.0,12024.0,13017.0,12534.0,11390.0,10942.0,8472.0,10375.0,11656.0,12871.0,11456.0,7918.0,8549.0,10383.0,8666.0,9036.0,10261.0,11052.0,10689.0,12400.0,12781.0,11166.0,11405.0,8964.0,8293.0,13925.0,12162.0,16235.0,11896.0,10020.0,8688.0,11344.0,10589.0,10123.0,11289.0,13917.0,10052.0,12270.0,14294.0,11052.0,0.3223773539336377,0.2104388992212597,0.1992645771318508,0.2932850824286289,0.3369740598237556,0.538743438211892,0.0020133499302428,0.8379185816780612,0.4354769789552397,0.0790751689189189,0.6915342180823403,0.7770961262225377,0.6184733047635925,0.7465359127116942,0.1575757575757576,0.1390845070422535,0.4858078325669891,0.497725204731574,0.2793176381121374,0.0243597751405371,0.6560870885197553,0.6364233247158275,0.4034977154561209,0.7321310101149454,0.5642296484697402,0.2661921708185053,0.415767504134835,0.4181077703901392,0.4137097991846595,0.0288037109375,0.0879765395894428,0.5440346389631175,0.612281630492324,0.0001523659279141,0.6228924039631496,0.4830512860321896,0.2533479886050394,0.5522510680249753,0.4419475655430711,0.3282442748091606,0.6077248038624021,0.7382937322598496,0.1488195615514334,0.121272365805169,0.2956714570044978,0.1889427567495441,0.6487329434697855,0.2642679900744416,0.7702444857150125,0.2922242314647378,0.0011623268893522,0.1948484848484848,0.6933040851821368,0.5651709401709402,0.6506772640770178,0.0204067019905484,0.6509920123679463,0.4105098855359001,0.0059342714772112,0.7596976009736467,0.2977401129943502,0.6064616582327754,0.7293626161877009,0.5985624354035516,0.6094330855018587,0.2203520824388148,0.4159764144321212,0.4025686448184233,0.1883851976450798,0.3077178373159546,0.0073758163370289,0.3369734789391576,0.0546222096776172,0.4762758695643085,0.2736258194654565,0.4488408037094282,0.3422053231939163,0.3306818181818181,0.5157403386886669,0.6915844963505648,0.1342350674373796,0.6129616770105465,0.7043157364627803,0.4533898305084745,0.0427364315892102,0.2917431192660549,0.7221229962954728,0.1519807923169267,0.663867330580004,0.4606527435877075
102,9737.0,9495.0,11825.0,12149.0,12342.0,11851.0,11838.0,12948.0,12958.0,11900.0,12611.0,13647.0,10778.0,9320.0,10482.0,12224.0,12632.0,13441.0,12018.0,9144.0,9100.0,11599.0,12108.0,18813.0,11838.0,13882.0,15562.0,11717.0,13209.0,12097.0,11446.0,8903.0,9513.0,12365.0,14721.0,11157.0,11362.0,8040.0,8425.0,10074.0,10973.0,19882.0,12337.0,12841.0,10388.0,10371.0,12759.0,11478.0,11901.0,11934.0,10243.0,10329.0,12858.0,12690.0,11290.0,11348.0,8274.0,9793.0,11300.0,13167.0,12311.0,8038.0,8287.0,9816.0,8710.0,9083.0,10254.0,11172.0,10659.0,11453.0,12562.0,11230.0,11349.0,10139.0,8099.0,12809.0,11747.0,16453.0,12223.0,10889.0,8413.0,10593.0,10613.0,10064.0,11265.0,14332.0,10072.0,12880.0,14099.0,11045.0,0.3272273334635824,0.2100012929276855,0.1908597443530029,0.2920788098110173,0.3240660295395308,0.5355079401763015,0.0041102413513671,0.8379185816780612,0.4346757825018694,0.0783361486486486,0.6853733806606225,0.7843641087564884,0.599998540265521,0.7539661289242919,0.1616161616161616,0.1448063380281689,0.4854923101315999,0.4849863512283893,0.2801692042015875,0.0243597751405371,0.658828121611658,0.6414843995786997,0.411361129810791,0.7393101521152107,0.5660824672809043,0.2668967971530249,0.4108844608962747,0.4219644262067475,0.4179374905631889,0.0288085937499999,0.1073313782991202,0.5371754383457894,0.6158814187400741,0.0001500109238141,0.627411785155571,0.4984991978471252,0.2537496696401714,0.53729871837003,0.4363295880149809,0.4198320610687023,0.5011064172198751,0.7462377492546904,0.1505059021922428,0.1269052352551358,0.2987862213794292,0.1872525908464173,0.6465886939571149,0.2507196029776675,0.7718472536698298,0.2922242314647378,0.0011672375994652,0.1936363636363636,0.7030989881083175,0.5662393162393162,0.6543154595320722,0.0221967635686667,0.6564029889203813,0.4146722164412071,0.0057355369485482,0.7643615107514226,0.302824858757062,0.610066173608408,0.7320476675590514,0.6053352751417206,0.6171003717472118,0.2349076857020181,0.3912326267022321,0.4025686448184233,0.1783010933557611,0.3166033067825247,0.0076575230387089,0.3359334373374935,0.0546222096776172,0.4715105610105798,0.2727181038830056,0.4531684698608965,0.3455851288550908,0.3295454545454545,0.5231220147633521,0.6964017049722268,0.1314065510597302,0.6074931643591859,0.714011672737075,0.4516949152542373,0.045390531903369,0.3195229357798165,0.7215651106653578,0.1582232893157263,0.6625932964571234,0.4659731596918923
103,10649.0,9320.0,11040.0,11978.0,12292.0,11887.0,13031.0,12688.0,12527.0,11773.0,12599.0,14098.0,11350.0,9347.0,10003.0,11979.0,12966.0,13323.0,12135.0,9530.0,8797.0,11080.0,11969.0,19496.0,12523.0,14229.0,14516.0,11720.0,13055.0,12142.0,11486.0,9559.0,9290.0,11484.0,14813.0,11267.0,11593.0,8338.0,8337.0,10248.0,11466.0,20351.0,12608.0,14478.0,10214.0,8612.0,12668.0,11414.0,11818.0,12578.0,10617.0,9785.0,12583.0,13439.0,11323.0,11475.0,8205.0,9456.0,11305.0,13373.0,12803.0,8677.0,8123.0,9064.0,9001.0,9164.0,10280.0,11443.0,10658.0,11069.0,12281.0,12041.0,11304.0,10918.0,8049.0,10358.0,11792.0,16555.0,12408.0,11757.0,8296.0,9181.0,10899.0,9942.0,11225.0,14540.0,10382.0,12505.0,13854.0,11664.0,0.3300253985770121,0.2187534187991685,0.1857818245491157,0.2899075190993164,0.3320094327913615,0.551751460926409,0.0043107409294826,0.8379185816780612,0.433874586048499,0.0440244932432432,0.6895842282562002,0.7811021008475498,0.5947526194821181,0.7497824486244057,0.1919191919191919,0.150088028169014,0.5030918027588395,0.4837731270852289,0.2829417449579366,0.0243597751405371,0.6560870885197553,0.656485243091177,0.4236933698096451,0.7523415689896215,0.5683774360356415,0.2697508896797153,0.4019059620382767,0.3957391666538111,0.4149932054959988,0.0283203125,0.0879765395894428,0.5495505794595521,0.6200105876124933,0.0001458400129383,0.6207485949359755,0.5077368938570616,0.254146786118086,0.550115018074269,0.3913857677902621,0.3829618320610689,0.5272580969623816,0.7462377492546904,0.148397976391231,0.1243207422133863,0.3113236377313544,0.19801627896633,0.6576998050682261,0.2580645161290323,0.7778512733100973,0.2951175406871609,0.0011196582748141,0.1939393939393939,0.7216459906073213,0.5662393162393162,0.6561065711407142,0.021242064060337,0.6612986343725843,0.4110301768990634,0.0054936214983998,0.7690254205291983,0.3096045197740112,0.6158038147138966,0.7331532769472545,0.6072144445488428,0.6208178438661709,0.2471733218834978,0.3896532359960692,0.4003542958370238,0.1774600504625735,0.2953174028481776,0.0061877489429874,0.3359334373374935,0.0563402751359112,0.4677484753102676,0.2786686838124054,0.4578052550231841,0.3572454583861427,0.3244318181818181,0.5291467650890143,0.7006938150237549,0.1364161849710982,0.6065600451369298,0.7292451588231975,0.4804406779661017,0.0455530278409706,0.3256985583224114,0.7234885670915757,0.1510204081632653,0.6657076020908316,0.4679583895815136
104,11243.0,9296.0,9605.0,11689.0,12191.0,11802.0,14017.0,12806.0,11535.0,11979.0,12500.0,14679.0,11541.0,9598.0,9716.0,11673.0,13631.0,13415.0,12190.0,10367.0,8665.0,10239.0,11937.0,19948.0,13158.0,14441.0,13655.0,10942.0,12699.0,12111.0,11493.0,10766.0,9243.0,10778.0,14649.0,11444.0,11718.0,8439.0,8406.0,9543.0,11346.0,20460.0,12803.0,15936.0,10370.0,8209.0,13024.0,11488.0,11732.0,12640.0,11447.0,9414.0,12068.0,13775.0,11240.0,11473.0,8386.0,8881.0,11280.0,13511.0,13344.0,9373.0,8127.0,8532.0,9639.0,9234.0,10254.0,11626.0,10846.0,10888.0,11843.0,12616.0,11298.0,11079.0,8258.0,9617.0,11966.0,16548.0,12524.0,12510.0,8460.0,8722.0,11003.0,9904.0,11125.0,14600.0,11142.0,12247.0,13373.0,12165.0,0.3294461500096705,0.2234079584671845,0.1857818245491157,0.3016083634901488,0.3620454263373463,0.5501337119086138,0.0053800720127651,0.8379185816780612,0.4237528041875868,0.0330447635135135,0.6831690443354207,0.7732046080153829,0.5952087865067618,0.7394738603654861,0.206060606060606,0.1575704225352112,0.5008720469319804,0.4828632089778585,0.29131877881462,0.0293566520924422,0.6514897861820704,0.6842983572024568,0.422089175988656,0.7671480001651994,0.5675352456669306,0.2683274021352312,0.3965503662282429,0.3946593030251608,0.4227691378529368,0.0288085937499999,0.0873900293255132,0.5522942597064833,0.6193753308628904,0.0001384628916612,0.6163740657048498,0.5048905449464369,0.2537496696401714,0.5418994413407823,0.4288389513108612,0.3618320610687024,0.4870247435123716,0.7560561972258422,0.1416526138279932,0.1222664015904572,0.3129495839144948,0.197215674064849,0.654775828460039,0.2580645161290323,0.7763502684000304,0.2918625678119349,0.0010912852830497,0.1936363636363636,0.731440893533502,0.5673076923076923,0.6496137915593866,0.0217194138145018,0.6770162329296572,0.4068678459937564,0.0056278403694124,0.7819066951535315,0.3084745762711864,0.6087971973530558,0.7359173004177624,0.5899887249835573,0.6273234200743494,0.2541863460712751,0.3989540923768075,0.4100974313551814,0.1694701429772918,0.2813480569635528,0.0059427865937005,0.328133125325013,0.0560948372132978,0.477028286704371,0.2821986888552698,0.4593508500772798,0.3612167300380228,0.3142045454545454,0.5254016500217108,0.7037074242088704,0.1383429672447013,0.6127446725402544,0.7375828281625156,0.4703389830508474,0.0441988950276243,0.2833551769331586,0.7217982568988387,0.1495798319327731,0.6739534340528086,0.4711347574049075
105,11551.0,9590.0,9095.0,11168.0,11941.0,11781.0,15213.0,13355.0,10899.0,11798.0,12152.0,15278.0,11525.0,10289.0,9588.0,11026.0,13557.0,13504.0,12236.0,11620.0,8600.0,8624.0,12390.0,20216.0,13659.0,14537.0,13132.0,13461.0,12353.0,12094.0,11428.0,11361.0,9434.0,10279.0,14389.0,12134.0,11753.0,8773.0,8529.0,8908.0,10796.0,20154.0,13053.0,17309.0,10908.0,7983.0,12726.0,11579.0,11656.0,12625.0,12740.0,9179.0,11263.0,13566.0,11199.0,11510.0,9055.0,8521.0,10794.0,13415.0,13839.0,10008.0,8047.0,8124.0,9538.0,9347.0,10147.0,11619.0,11137.0,10790.0,11168.0,12462.0,11163.0,11158.0,8893.0,9181.0,11412.0,16355.0,12707.0,13235.0,8902.0,8458.0,10751.0,9983.0,11074.0,14593.0,12276.0,12059.0,12543.0,12031.0,0.3324994772036235,0.2227316578316608,0.1854316231833303,0.3010856453558504,0.3630383517438252,0.5248109874872066,0.0083457949390564,0.8340798661456583,0.4232453797671188,0.0300886824324324,0.6864755488232235,0.7588975557831967,0.5888794690398299,0.7255505723274649,0.1717171717171717,0.153169014084507,0.4848580941810687,0.4889293296936608,0.2917940715157084,0.0280449718925671,0.6578913128334127,0.6762735898523169,0.4264290932007963,0.7715240255215423,0.5721251831764053,0.2690391459074733,0.3968654012758918,0.3957391666538111,0.4293371583874378,0.0249023437499999,0.0926686217008797,0.557109990139899,0.6176813128639491,0.0001464074838058,0.6118546845124282,0.5057185737204368,0.2537496696401714,0.5522510680249753,0.4250936329588014,0.2717557251908398,0.5534097767048886,0.751611118053448,0.1521922428330522,0.1259111994698475,0.313929069566989,0.1988168838678112,0.6536062378167641,0.2431761786600495,0.7565573561960973,0.2886075949367089,0.0010856106846968,0.206060606060606,0.7383308442610435,0.5715811965811965,0.6484943468039853,0.0220762327557401,0.6913166709610924,0.4386056191467222,0.005333684041325,0.78990196905829,0.3062146892655367,0.6239782016348775,0.735838328318605,0.5865435810705001,0.6345260223048326,0.2642049520538141,0.4145725115821986,0.4282550930026571,0.1673675357443229,0.2840483948829351,0.0052078995458398,0.3172126885075402,0.0591628112459656,0.4585104648683897,0.2872415532022189,0.4615146831530139,0.3713561470215462,0.3159090909090908,0.5261615284411637,0.6970637857780475,0.1344894026974952,0.6102816718024392,0.7409471508783808,0.468050847457627,0.0433858736864911,0.290170380078637,0.721157104756766,0.1680672268907563,0.6286190531803076,0.4762963551179227
106,11809.0,10343.0,8841.0,10330.0,11976.0,11615.0,16452.0,14117.0,10437.0,10990.0,11673.0,15632.0,11575.0,11293.0,9625.0,9997.0,13348.0,13558.0,12203.0,12122.0,8678.0,8237.0,12108.0,20263.0,14043.0,14748.0,12958.0,12210.0,12477.0,12077.0,11365.0,11941.0,10100.0,9995.0,13864.0,12695.0,11739.0,9122.0,8883.0,8463.0,9966.0,19611.0,13156.0,18522.0,11965.0,7857.0,11783.0,11573.0,11486.0,12523.0,13295.0,9048.0,10806.0,13325.0,11347.0,11417.0,10142.0,8290.0,10157.0,13061.0,14116.0,10608.0,8385.0,7951.0,9042.0,9681.0,10042.0,11525.0,11192.0,10766.0,10199.0,12266.0,11050.0,11299.0,10020.0,8879.0,10545.0,15668.0,12823.0,14160.0,9863.0,8269.0,10098.0,10054.0,10914.0,14506.0,12687.0,12025.0,12603.0,11856.0,0.3323522106187062,0.2211801446089888,0.187707932060935,0.3008443908323281,0.3632865830954448,0.4455743009013174,0.0071511516194518,0.8379185816780612,0.4274917209699818,0.0307221283783783,0.6957168049558001,0.7596415224992703,0.5863705504042893,0.7258852667514558,0.1616161616161616,0.1602112676056337,0.4927857935627082,0.4798301486199575,0.2878927105942743,0.0333416614615865,0.6622457388211823,0.6749969223193402,0.4340346906913788,0.7710055807504093,0.6008649295086661,0.2676156583629893,0.3960778136567693,0.3946593030251608,0.4409633096783935,0.0258789062499999,0.0668621700879765,0.5502222095199988,0.6019057702488089,0.0001424351877335,0.6107248392143231,0.5074781348651866,0.2521475100568607,0.5341767992113047,0.4419475655430711,0.3526717557251911,0.6383021524844099,0.7490226181337808,0.148397976391231,0.1384923790589794,0.3110297920356062,0.2137615086954588,0.6530214424951266,0.2568238213399504,0.7475004452133207,0.2864376130198915,0.0010856106846968,0.1939393939393939,0.7325209398637652,0.5737179487179488,0.6451360125377814,0.019093990166595,0.7222365369750064,0.441207075962539,0.005976648692882,0.7905682418836866,0.3073446327683615,0.6263137407551579,0.7266775648163504,0.5771868833975383,0.6468401486988846,0.2664949191355373,0.4038677523515374,0.3808635961027456,0.1774600504625735,0.2725078445570843,0.0071675983401351,0.3260530421216848,0.0678758574987421,0.4583850620117126,0.2922844175491681,0.4630602782071098,0.3650190114068441,0.3852272727272726,0.5212765957446808,0.6916529874684084,0.14373795761079,0.6127446725402544,0.7502669516937589,0.459322033898305,0.0428447622142779,0.3179554390563563,0.7139212448676604,0.1664345738295318,0.6328304437531629,0.4747081712062257
