t,con00,con01,con02,con03,con04,con05,con06,con07,con08,con09,con10,con11,con12,con13,con14,con15,con16,con17,con18,con19,con20,con21,con22,con23,con24,con25,con26,con27,con28,con29,con30,con31,con32,con33,con34,con35,con36,con37,con38,con39,con40,con41,con42,con43,con44,con45,con46,con47,con48,con49,con50,con51,con52,con53,con54,con55,con56,con57,con58,con59,con60,con61,con62,con63,con64,con65,con66,con67,con68,con69,con70,con71,con72,con73,con74,con75,con76,con77,con78,con79,con80,con81,con82,con83,con84,con85,con86,con87,con88,con89,stc00,stc01,stc02,stc03,stc04,stc05,stc06,stc07,stc08,stc09,stc10,stc11,stc12,stc13,stc14,stc15,stc16,stc17,stc18,stc19,stc20,stc21,stc22,stc23,stc24,stc25,stc26,stc27,stc28,stc29,stc30,stc31,stc32,stc33,stc34,stc35,stc36,stc37,stc38,stc39,stc40,stc41,stc42,stc43,stc44,stc45,stc46,stc47,stc48,stc49,stc50,stc51,stc52,stc53,stc54,stc55,stc56,stc57,stc58,stc59,stc60,stc61,stc62,stc63,stc64,stc65,stc66,stc67,stc68,stc69,stc70,stc71,stc72,stc73,stc74,stc75,stc76,stc77,stc78,stc79,stc80,stc81,stc82,stc83,stc84,stc85,stc86,stc87,stc88,stc89
307,13371.0,12265.0,11663.0,10939.0,7931.0,9270.0,15037.0,19041.0,17334.0,10576.0,8774.0,9334.0,11091.0,12025.0,12362.0,14219.0,10780.0,9985.0,11685.0,10151.0,9319.0,8943.0,7838.0,11474.0,15088.0,22233.0,14142.0,12021.0,8367.0,8267.0,10766.0,10854.0,12493.0,11792.0,11621.0,9735.0,10290.0,10775.0,9467.0,11046.0,10518.0,8800.0,10449.0,15753.0,13842.0,8791.0,7791.0,8456.0,9799.0,12870.0,13122.0,13773.0,12526.0,10044.0,11225.0,11857.0,10940.0,11575.0,11932.0,9116.0,9830.0,15861.0,13712.0,11591.0,10628.0,9111.0,10995.0,11882.0,11916.0,11731.0,11732.0,8998.0,8407.0,11432.0,11457.0,16330.0,12819.0,10602.0,12187.0,11795.0,12844.0,11632.0,10563.0,9323.0,10368.0,13774.0,12908.0,10592.0,10609.0,8875.0,0.4141146185648184,0.3702447611564741,0.1857818245491157,0.3579412947326095,0.0405858259898225,0.6777708078840504,0.0418208703352519,0.7483346441990542,0.5092137592137592,0.2416068412162162,0.8807114919400418,0.7875116602475692,0.7406690464900342,0.9126112858959768,0.1818181818181818,0.1888204225352112,0.6568891707626446,0.7239915074309978,0.2948438663476925,0.0665209244222361,0.737069002905842,0.794365336652669,0.4443473652548805,0.7699950528066755,0.873250349509003,0.3032028469750889,0.6251082932976294,0.5981364639094148,0.4466253963460667,0.1552734375,0.2222873900293255,0.5763014618671315,0.680995235574378,8.228327578232953e-05,0.8437916449388724,0.5450499404854319,0.297551160698432,0.8890897140979296,0.7499812734082396,0.8442748091603054,0.6278414805874066,0.738240177089098,0.6922428330522764,0.0430748840291583,0.3726002601513892,0.3248676778010052,0.7413255360623782,0.913151364764268,0.9006029460401455,0.4274864376130199,0.0002500806406804,0.0393939393939393,0.3971479328285668,0.7088675213675214,0.8864883018023061,0.0743472242111795,0.3945503736150476,0.1883454734651405,0.0042888664825449,0.7032865017567393,0.4307909604519773,0.8960685091475281,0.7540808832239569,0.8850183219017194,0.433085501858736,0.7536854157721482,0.8259160466095745,0.636846767050487,0.1093355761143818,0.773714699493121,0.0027582760529706,0.5538221528861155,0.1027280425098481,0.8051657616760509,0.6152294503277864,0.6642967542503866,0.329531051964512,0.0289772727272727,0.6305905340859748,0.8905740240586467,0.0115606936416184,0.8211340653617464,0.8727617328142664,0.2440677966101694,0.0157621059473513,0.2020969855832241,0.786413070177849,0.0900360144057623,0.7084585248808246,0.6700547923449536
308,13170.0,12329.0,11633.0,11109.0,8205.0,8683.0,14972.0,18900.0,18031.0,11266.0,8860.0,8877.0,11428.0,12077.0,12306.0,14226.0,11515.0,9602.0,11321.0,10921.0,9239.0,9064.0,7872.0,10927.0,13756.0,21804.0,14164.0,12464.0,9330.0,8198.0,9988.0,10780.0,12301.0,11787.0,12214.0,9712.0,9938.0,10622.0,9603.0,11366.0,11408.0,8774.0,9696.0,15674.0,14011.0,8788.0,8202.0,8466.0,9293.0,12319.0,13648.0,13697.0,12620.0,10811.0,10974.0,11586.0,10806.0,11657.0,12639.0,9273.0,9185.0,15567.0,13816.0,11454.0,10850.0,9330.0,10461.0,11580.0,12704.0,11549.0,11908.0,9825.0,8254.0,11123.0,11316.0,16215.0,13674.0,10643.0,11294.0,11992.0,12905.0,11811.0,10799.0,9514.0,10144.0,13295.0,13404.0,10511.0,10899.0,9041.0,0.4216252143956032,0.3627855629705511,0.1945368586937489,0.3583433856051468,0.0410822886930619,0.7249826669748094,0.0429382377757913,0.7171868056671125,0.5233148167930776,0.2524282094594595,0.8919592593429947,0.7961531197958097,0.7451166749803106,0.9217819131133276,0.1696969696969697,0.204225352112676,0.6695734897732678,0.7336973005762814,0.2922099526291608,0.0630855715178013,0.7352474302814763,0.8013870080840411,0.444060902072561,0.775812178882778,0.8868517239636848,0.3060498220640569,0.6353469323462235,0.6052327106119743,0.4466253963460667,0.14794921875,0.2193548387096774,0.5777161719944554,0.6799364743250397,8.171580491486519e-05,0.8581030187148733,0.5401852714381825,0.2962776492347748,0.8871179756818928,0.7461985018726592,0.8076335877862594,0.6177630255481797,0.7391327632682936,0.7112141652613828,0.0430748840291583,0.3726002601513892,0.332962682915981,0.7475633528265107,0.8697270471464019,0.901773221054774,0.4401446654611212,0.0002671589991848,0.0393939393939393,0.4055648456092393,0.6955128205128205,0.9012649725736036,0.0723184877559788,0.3987374388044318,0.1873048907388137,0.003988280507942,0.7319362332487908,0.4322033898305084,0.9038536395484624,0.7641103398169427,0.8524460521782705,0.5167286245353159,0.7538285387147561,0.817668117366278,0.6523472099202834,0.1135407905803196,0.773714699493121,0.0025133137036837,0.5538221528861155,0.0941377152183783,0.8290759063491465,0.6640443772062532,0.6581143740340032,0.3379805661174482,0.027840909090909,0.6334129396439426,0.8983363507475804,0.0077071290944123,0.8213293693850093,0.8567968722246949,0.2610169491525423,0.0157621059473513,0.2170904325032764,0.7940319560219591,0.0996398559423769,0.7148640853319743,0.6702215516556818
309,12904.0,13027.0,11596.0,11202.0,8897.0,8324.0,14315.0,18432.0,18712.0,11662.0,9183.0,8594.0,11008.0,12148.0,12166.0,14162.0,12736.0,9378.0,10576.0,10910.0,9220.0,9090.0,7976.0,10509.0,12357.0,21051.0,14142.0,12744.0,10219.0,8243.0,8685.0,11465.0,12244.0,11727.0,12173.0,9968.0,9643.0,10439.0,9872.0,11628.0,12215.0,8908.0,9218.0,15483.0,14062.0,8827.0,8483.0,8661.0,9102.0,11520.0,13645.0,13582.0,12672.0,11943.0,10818.0,11046.0,10691.0,11781.0,13197.0,9809.0,8773.0,15299.0,13634.0,11400.0,10864.0,9995.0,10105.0,11121.0,12806.0,11461.0,11919.0,11003.0,8214.0,10597.0,11134.0,15658.0,14433.0,11100.0,10723.0,11917.0,12900.0,12056.0,10883.0,10189.0,10055.0,12579.0,13251.0,10503.0,11050.0,9154.0,0.4195831177514159,0.3706425850597233,0.2313062510943792,0.3582629674306393,0.0445575276157378,0.7282841955825549,0.0425309730077442,0.7483346441990542,0.5214453584018801,0.2553842905405405,0.8990244398724875,0.800159094420822,0.7479106980062535,0.9378807149072896,0.1676767676767677,0.204225352112676,0.6656096400824482,0.7406733393994539,0.2976560148291323,0.0599312929419113,0.7389946653944572,0.8049434390687623,0.444060902072561,0.7755485628974561,0.8931260422105812,0.3024911032028469,0.6416476332992045,0.625133054625673,0.444511550656802,0.1455078125,0.2868035190615836,0.5876191428857228,0.6799364743250397,8.228327578232953e-05,0.8658381134480561,0.5379081923096828,0.2954971099505978,0.8904042063752873,0.7646629213483142,0.8061068702290077,0.6254274793804067,0.7394719460163879,0.7069983136593591,0.0414181577203445,0.3696618031939068,0.3140595116310101,0.7309941520467835,0.8821339950372209,0.9037830411885924,0.4383363471971067,0.0002671589991848,0.039090909090909,0.4143914311358735,0.7115384615384616,0.8963394156498378,0.0742278867726383,0.4018294254058231,0.1873048907388137,0.0037664577031549,0.7370443249101641,0.4350282485875705,0.9100817438692096,0.7748505453023447,0.8716292398759747,0.5515799256505575,0.758122226992987,0.8276709251719779,0.6886625332152347,0.1219512195121951,0.7806541153753318,0.0032482007515444,0.5590223608944358,0.0990464736706468,0.8163266159203106,0.6687846696923854,0.6659969088098919,0.3274186734262779,0.021590909090909,0.6336300477637863,0.906966231595866,0.0084778420038535,0.8107721019052992,0.8549579877588804,0.2491525423728812,0.0160329325100205,0.2209698558322411,0.7965715846366624,0.0888355342136855,0.7103341862283988,0.666640196934805
310,12402.0,13486.0,11672.0,11326.0,10070.0,8013.0,13102.0,17491.0,19220.0,12096.0,10068.0,8410.0,10151.0,12205.0,12118.0,14025.0,13406.0,9292.0,10249.0,10838.0,9301.0,9121.0,8506.0,10193.0,11526.0,20461.0,14052.0,12923.0,10904.0,8546.0,8339.0,11368.0,12670.0,11751.0,12137.0,10664.0,9476.0,10158.0,10457.0,11809.0,13189.0,8963.0,8841.0,14605.0,13857.0,8784.0,8739.0,8756.0,8916.0,10702.0,13419.0,13558.0,12608.0,12548.0,10808.0,10297.0,11025.0,11773.0,13750.0,10517.0,8499.0,14323.0,13146.0,11285.0,10946.0,11075.0,9954.0,10832.0,12666.0,11480.0,11939.0,11599.0,8283.0,9818.0,11111.0,15272.0,15146.0,11974.0,10354.0,11192.0,12587.0,12118.0,11059.0,11259.0,10146.0,10754.0,13038.0,10585.0,11081.0,9255.0,0.4225971738560577,0.3829751260604493,0.226755384345999,0.3609971853638922,0.0433163708576393,0.7636765822575853,0.0447030517706618,0.7483346441990542,0.5251842751842751,0.2837837837837838,0.9060613596798625,0.7951802402440211,0.7528715143992543,0.9434701117879376,0.1737373737373737,0.1954225352112675,0.6798794989693991,0.7455262359720957,0.3021514916269269,0.0618363522798251,0.7373292275664657,0.8060377255255996,0.4420843061145565,0.7994058095690846,0.9224132122825044,0.3003558718861209,0.6369221075844688,0.6286811779769526,0.4488902310131361,0.14794921875,0.2545454545454546,0.5925777733319996,0.6862890418210694,8.512063011965124e-05,0.8755431948548583,0.5370284117373079,0.2971220923199955,0.8871179756818928,0.7388764044943819,0.8013740458015269,0.5672902836451419,0.7468447078565434,0.7259696458684655,0.0463883366467859,0.3698577003244057,0.3248676778010052,0.7257309941520468,0.9305210918114144,0.908591345053044,0.4455696202531646,0.0002671589991848,0.0393939393939393,0.4099595168841036,0.7211538461538461,0.8988021941117207,0.0776886724903336,0.4049214120072146,0.1873048907388137,0.003615361010039,0.7437070531641297,0.4518361581920903,0.9252627481510316,0.7757192383930757,0.8811816843621785,0.5271840148698884,0.765707742951195,0.8211778744910853,0.7063773250664304,0.1219512195121951,0.7948346608737629,0.0037356758266254,0.5590223608944358,0.1002736632837139,0.8539892738756588,0.6623298033282905,0.678516228748068,0.3274186734262779,0.021590909090909,0.6390577507598784,0.9120574046889018,0.0077071290944123,0.824107026604748,0.8582387248172086,0.2381355932203389,0.0163037590726898,0.2183486238532109,0.7990362733906041,0.085234093637455,0.7143686276175207,0.6687048360200111
311,11514.0,13326.0,11550.0,11385.0,10824.0,7891.0,10033.0,16472.0,19570.0,12397.0,11063.0,8395.0,9274.0,12646.0,12224.0,13860.0,13477.0,9357.0,9634.0,10587.0,9715.0,9048.0,9066.0,10157.0,10995.0,19914.0,13778.0,13135.0,11326.0,9307.0,8086.0,10889.0,12967.0,11674.0,12117.0,11853.0,9382.0,9726.0,10461.0,11801.0,14161.0,9556.0,8677.0,11780.0,13480.0,8743.0,8830.0,8863.0,8860.0,10336.0,13067.0,13975.0,12441.0,12645.0,11025.0,9213.0,11282.0,11698.0,14201.0,11405.0,8420.0,10510.0,12544.0,11096.0,10974.0,11678.0,9878.0,10367.0,12418.0,11952.0,11842.0,11724.0,8614.0,8490.0,11408.0,15047.0,15811.0,13280.0,10136.0,11867.0,12227.0,12056.0,11110.0,11855.0,10504.0,10303.0,12760.0,11404.0,11178.0,9461.0,0.4204667172609201,0.3777039593423971,0.2142356855191735,0.3610776035383997,0.0423234454511604,0.7472679850770907,0.0599911446019665,0.7337934228616373,0.5070772353381048,0.2957136824324325,0.8990244398724875,0.7939784478565174,0.7599991241593127,0.9243925296204564,0.1777777777777778,0.1976232394366197,0.6767084192167433,0.7343039126478615,0.3212028073955544,0.0580886945658963,0.724595567506614,0.8031652235764017,0.4437744388902416,0.7698193088164609,0.919297107918274,0.298220640569395,0.6384972828227141,0.6351603597488545,0.4534199003472746,0.166259765625,0.2469208211143695,0.6046242444161819,0.6878771836950768,8.54043655533834e-05,0.8638391563821773,0.5403922786316825,0.2971220923199955,0.8741373644429836,0.7509363295880146,0.8028396946564886,0.5380406356869848,0.7558062730956674,0.7280775716694772,0.0468555334658714,0.3711702110987478,0.3214873459947517,0.7614035087719299,0.9069478908188584,0.9032996667260283,0.4482820976491862,0.0003069357511007,0.0396969696969696,0.4099595168841036,0.7264957264957265,0.9010410836225232,0.0815074705236526,0.4160010306622004,0.191987513007284,0.0035494571332544,0.7228305046350378,0.4406779661016948,0.9085247177890228,0.7838533646062845,0.8850183219017194,0.52021375464684,0.7684270788607414,0.8227572651972485,0.7214348981399468,0.1219512195121951,0.7948346608737629,0.0042280501486921,0.5512220488819553,0.0990464736706468,0.8492657662741556,0.6584972264246092,0.6680061823802165,0.3274186734262779,0.0130681818181818,0.6382435953104646,0.9045462120987277,0.0080924855491329,0.8234560131938717,0.8545400594711954,0.2398305084745762,0.0179287184487054,0.2283093053735256,0.807221371516025,0.0900360144057623,0.7188631368843494,0.6676725164774081
312,10664.0,13117.0,11579.0,11384.0,11113.0,7815.0,9460.0,15843.0,19759.0,12595.0,11564.0,8613.0,8705.0,12558.0,12694.0,13807.0,13499.0,9608.0,9272.0,10265.0,10519.0,9010.0,9530.0,10036.0,10607.0,18492.0,13191.0,13186.0,11690.0,10229.0,8011.0,10109.0,12795.0,11686.0,11940.0,12618.0,9429.0,10170.0,10282.0,11743.0,14849.0,10405.0,8601.0,10849.0,13291.0,8718.0,8939.0,9146.0,8874.0,10064.0,12469.0,14914.0,12281.0,12740.0,11706.0,8728.0,11011.0,11588.0,14550.0,12199.0,8538.0,9817.0,12173.0,10981.0,10978.0,11833.0,10047.0,10072.0,12058.0,12556.0,11709.0,11822.0,9424.0,8141.0,11134.0,14978.0,16448.0,14623.0,10052.0,10937.0,12264.0,11923.0,11089.0,12049.0,11314.0,10061.0,12218.0,12140.0,11132.0,9770.0,0.4317767909825725,0.3682556416402279,0.2053931010330939,0.3702452754322477,0.0461710314012659,0.7725576942124203,0.0550621130984703,0.7483346441990542,0.5049407114624506,0.2951858108108108,0.9036309375777168,0.7968970865118835,0.7667275877728077,0.9209451770533502,0.1717171717171717,0.2009242957746478,0.7044553670524814,0.7239915074309978,0.3085283353665299,0.0587133041848844,0.7184022205837707,0.8040315336880645,0.4558058925476602,0.773123295832495,0.9245186882042816,0.293950177935943,0.6384972828227141,0.6521296453419312,0.4877698927978258,0.20166015625,0.2392961876832845,0.6414352877291758,0.6974060349391212,8.440561682664617e-05,0.862970044614404,0.5467059980334317,0.299691938033397,0.8790667104830758,0.7833333333333333,0.786259541984733,0.5373164353248842,0.7619472660085331,0.7723440134907249,0.0480450629555997,0.367115140497422,0.3320731219143353,0.7594541910331384,0.913151364764268,0.9069885770982268,0.4419529837251357,0.0003864892549324,0.0409090909090909,0.4118216657293851,0.7286324786324786,0.8971230269786187,0.0804811685521981,0.4397062612728678,0.2049947970863683,0.0035655312495433,0.7228305046350378,0.4392655367231638,0.9307123394316854,0.7851169181928025,0.8793025149550565,0.5492565055762081,0.7711464147702877,0.8094201881229819,0.7546501328609387,0.1135407905803196,0.8156529085203956,0.0034931631008314,0.5590223608944358,0.1002736632837139,0.8550760986335267,0.6396369137670199,0.6738794435857807,0.3202999577524292,0.0238636363636363,0.6452996092053842,0.9045462120987277,0.0146435452793834,0.8625276680699624,0.8690630674682531,0.2422881355932203,0.0181995450113747,0.2403669724770642,0.8076710106805955,0.1008403361344538,0.7216235441505907,0.6704121337250853
313,10059.0,12824.0,11985.0,11410.0,11314.0,7948.0,9032.0,15308.0,19593.0,12863.0,11867.0,9259.0,8412.0,12125.0,13402.0,13681.0,13511.0,10059.0,9021.0,9701.0,10636.0,8966.0,9911.0,10462.0,10290.0,13066.0,12612.0,13192.0,11917.0,10883.0,8002.0,8814.0,12493.0,11962.0,11833.0,12777.0,9637.0,9687.0,10038.0,11503.0,15116.0,11101.0,8751.0,10232.0,13245.0,8819.0,8958.0,9489.0,9046.0,9970.0,11620.0,14950.0,12123.0,12800.0,12744.0,8436.0,10519.0,11344.0,15005.0,12689.0,8904.0,9358.0,11966.0,10810.0,11023.0,11910.0,10727.0,9946.0,11549.0,12506.0,11640.0,11917.0,10481.0,7962.0,10576.0,14818.0,16953.0,15812.0,10192.0,10234.0,11866.0,11697.0,11133.0,12148.0,12276.0,9933.0,11475.0,12076.0,11211.0,9804.0,0.4302059474101207,0.3635841944563239,0.2060935037646646,0.3619622034579815,0.0470398411319349,0.7594506256396711,0.0570254216756752,0.7431398606796614,0.5062760388847345,0.2902238175675676,0.9060613596798625,0.7920899169618689,0.7646178152838305,0.9243925296204564,0.1717171717171717,0.2020246478873239,0.7020770572379895,0.7188353048225659,0.3085283353665299,0.0505309181761399,0.7130762891963395,0.8079983220940996,0.4567655442084305,0.7769193660211297,0.936014586737186,0.290391459074733,0.6353469323462235,0.6761951776375669,0.4638381398157934,0.1943359375,0.2574780058651027,0.6371911573472041,0.6952885124404447,8.228327578232953e-05,0.8678081001216755,0.5658541634321793,0.2988338012765241,0.8904042063752873,0.7883707865168541,0.8000000000000003,0.5773486220076445,0.7642322866272738,0.7976391231028667,0.0513585155732273,0.3938355090974627,0.3376328781746209,0.7758284600389864,0.931761786600496,0.9164016587376294,0.4401446654611212,0.0003045349594898,0.0409090909090909,0.412529282290592,0.7286324786324786,0.9046233068398076,0.0782089837223733,0.4415099201236794,0.2060353798126951,0.0036459018309879,0.7290490510054056,0.4336158192090394,0.9295445698715452,0.7915136582245492,0.8831391524945973,0.5341542750929367,0.7697151853442107,0.8280219008844587,0.7506643046944197,0.1261564339781329,0.8087134926381848,0.0029542459324001,0.5642485699427977,0.1002736632837139,0.864523113836533,0.6489157841654061,0.678207109737249,0.3210815378115758,0.0238636363636363,0.6473621363438992,0.9130619410839405,0.0111753371868978,0.8725641248209715,0.8750603383965345,0.2442542372881355,0.0176578918860361,0.2408912188728702,0.8095195272460518,0.1022809123649459,0.7238177140288852,0.6745811164932899
314,9583.0,12248.0,12391.0,11289.0,11553.0,7896.0,8832.0,14094.0,18940.0,12995.0,12079.0,10107.0,8246.0,11353.0,13350.0,13677.0,13358.0,10394.0,8971.0,9894.0,10526.0,8952.0,10130.0,11545.0,10095.0,12103.0,12333.0,13104.0,12039.0,11157.0,8327.0,8387.0,11978.0,12531.0,11784.0,12880.0,10076.0,9361.0,9513.0,11724.0,15133.0,11712.0,8807.0,9730.0,12424.0,8852.0,8963.0,9537.0,9298.0,9906.0,10410.0,14789.0,12081.0,12747.0,13146.0,8319.0,9826.0,11153.0,15231.0,13367.0,9671.0,9106.0,11120.0,10737.0,10975.0,12086.0,11868.0,10010.0,11551.0,12384.0,11690.0,11947.0,10923.0,7878.0,9784.0,14582.0,17243.0,17023.0,10757.0,9781.0,10944.0,11306.0,11046.0,12160.0,12738.0,9945.0,10546.0,11919.0,11347.0,9710.0,0.4298230542893356,0.3514475817279481,0.2073192085449132,0.3591475673502212,0.0450539903189772,0.7414242794413813,0.0601582275837294,0.7068181012127421,0.5521044760175194,0.3065878378378378,0.9060613596798625,0.7773822672671813,0.7642186691372672,0.9289778432291318,0.1696969696969697,0.1996038732394366,0.7044553670524814,0.719105247194419,0.3103304868581568,0.0549656464709556,0.7235546688641193,0.7991984351703669,0.4591288654625662,0.7711725375411131,0.9454471188667486,0.290391459074733,0.632196581869733,0.6791262360581892,0.4638381398157934,0.1943359375,0.2035190615835777,0.6272738964546506,0.692641609317099,8.228327578232953e-05,0.8641288603047684,0.5788956166226776,0.298409297455305,0.8807098258297734,0.7883895131086144,0.7885496183206104,0.5835847917923959,0.7728368173947194,0.835581787521079,0.0497017892644135,0.394619097619458,0.332962682915981,0.7530214424951267,0.9193548387096776,0.9164016587376294,0.4329113924050633,0.0002955319909492,0.0409090909090909,0.4220634843784333,0.7329059829059829,0.9039516399865668,0.0739892118955558,0.4462767328008245,0.186264308012487,0.0036459018309879,0.7405977799789458,0.4287175141242937,0.9034643830284158,0.7938038491001129,0.8811816843621785,0.5376394052044609,0.764276513525118,0.8324090972904675,0.7311780336581044,0.1177460050462573,0.7943820902727491,0.0025133137036837,0.5512220488819553,0.1002736632837139,0.8794460537811051,0.6236006051437216,0.6908809891808347,0.314098014364174,0.0130681818181818,0.6487190620929222,0.9197969010052212,0.0092485549132947,0.8718154593984637,0.8779440435815619,0.2536016949152542,0.0171162387606976,0.2623853211009174,0.8080457099844042,0.1056422569027611,0.7350362922775837,0.6827602636385293
315,9400.0,11322.0,12198.0,11153.0,11576.0,8012.0,8768.0,13275.0,18158.0,12981.0,12167.0,10785.0,8188.0,9767.0,13090.0,13873.0,13185.0,10587.0,9006.0,9415.0,10193.0,9127.0,10334.0,12407.0,9889.0,11448.0,12241.0,12816.0,12233.0,11210.0,9018.0,8195.0,11103.0,12407.0,11617.0,12983.0,10602.0,9266.0,9500.0,11995.0,15279.0,12073.0,9243.0,9431.0,9841.0,9015.0,8980.0,9425.0,9443.0,9956.0,9902.0,14518.0,12851.0,12687.0,13196.0,8256.0,9045.0,11648.0,15370.0,13963.0,10532.0,8971.0,9642.0,10852.0,10825.0,12149.0,12271.0,10277.0,11139.0,12159.0,12227.0,11904.0,11084.0,7927.0,9461.0,14859.0,17425.0,17850.0,11194.0,9556.0,9759.0,11212.0,10856.0,12089.0,12863.0,10186.0,10079.0,11712.0,12226.0,9699.0,0.4313840800894596,0.3554258207604403,0.2232533706881456,0.361318858061922,0.0480327665384137,0.7469708475023936,0.0601582275837294,0.7275763727058981,0.4420734964213225,0.3188344594594595,0.904648323573964,0.8211618470976714,0.7694075690425897,0.966095454849722,0.161979797979798,0.1932218309859155,0.6901855081655304,0.719441916894146,0.3252625992173513,0.0356027482823235,0.737849676887713,0.8069040356372623,0.4595585602360455,0.7735187198104777,0.9480789637689704,0.3017793594306049,0.6290462313932426,0.680360365919504,0.4593084704816549,0.1870117187499999,0.1906158357771261,0.6315180268366224,0.7127580730545262,8.228327578232953e-05,0.8666492844313112,0.5853128396211769,0.299691938033397,0.8807098258297734,0.7520224719101122,0.7968396946564885,0.6037014685174011,0.7807451309423924,0.827150084317032,0.0480450629555997,0.3823363475371812,0.3490637370457679,0.7666666666666667,0.8852357320099254,0.9292492431373546,0.4392405063291139,0.0003296341445122,0.0409090909090909,0.4129017120596484,0.7222222222222222,0.908429419008172,0.0755405985965917,0.4599330069569698,0.1875650364203954,0.0041281253196557,0.7494814176508997,0.4364406779661016,0.9202024133904244,0.8010692822225908,0.8754267280528673,0.5422862453531597,0.7601259481894947,0.8506598343394636,0.7375553587245349,0.1177460050462573,0.7943820902727491,0.0037381254501183,0.5564222568902756,0.0990464736706468,0.8794460537811051,0.6358043368633386,0.7010819165378672,0.314955640050697,0.0181818181818181,0.6511561007381675,0.9412346208902476,0.0094373795761078,0.8757649407577797,0.8884340436024583,0.2372881355932203,0.0173870653233669,0.251564875491481,0.8071381050040677,0.1056422569027611,0.7517756850587648,0.6909394107837687
316,9280.0,9110.0,11971.0,11067.0,11590.0,8375.0,8968.0,12481.0,17867.0,12808.0,12143.0,11061.0,8432.0,9284.0,12595.0,14705.0,13056.0,10901.0,9280.0,9122.0,9676.0,9744.0,10462.0,12750.0,9720.0,10857.0,11406.0,12313.0,12256.0,11362.0,10074.0,8070.0,9966.0,12194.0,11530.0,12933.0,10730.0,9252.0,8995.0,11895.0,15206.0,12343.0,9667.0,9273.0,9119.0,9331.0,9021.0,9329.0,9740.0,10125.0,9619.0,14025.0,13663.0,12695.0,13080.0,8489.0,8560.0,11443.0,15247.0,14376.0,11227.0,9088.0,9038.0,11114.0,10678.0,12121.0,12201.0,11069.0,10938.0,11810.0,12574.0,11871.0,11010.0,8175.0,8973.0,14521.0,17359.0,18510.0,11540.0,9606.0,9131.0,11542.0,10744.0,12096.0,12969.0,10941.0,9814.0,11397.0,12634.0,9630.0,0.4306281116202171,0.3524421414860711,0.2211521624934337,0.3672295938882187,0.0500186173513714,0.7282841955825549,0.0553545918580463,0.686059829719586,0.4386016451233842,0.3126055743243243,0.8933722954488932,0.7780117775653976,0.771517341531567,0.9664301492737132,0.1535353535353535,0.1910211267605633,0.6893927382273665,0.7161055505004548,0.3179351700755716,0.0351405371642723,0.7369822613523008,0.8027092708860529,0.4573384705730695,0.7826661945011464,0.9548585962370936,0.296085409252669,0.6266834685358746,0.680360365919504,0.4653480295938397,0.1503906249999999,0.1929618768328446,0.6470941282384715,0.7148755955532028,8.228327578232953e-05,0.873138652297352,0.5852610878228018,0.2978341632459114,0.872658560630956,0.7602996254681645,0.7574656488549619,0.6177831422249047,0.7800489137226199,0.837689713322091,0.0478793903247183,0.3811609647541882,0.3456834052395143,0.7590643274853801,0.89454094292804,0.9304703996743582,0.4799276672694394,0.0003239595461593,0.0393939393939393,0.4088794705538403,0.7318376068376068,0.9092130303369528,0.0780466848059573,0.453362535429013,0.1873048907388137,0.0041281253196557,0.7485930538837043,0.4406779661016948,0.9089139743090698,0.8061234965686623,0.8831391524945973,0.5376394052044609,0.7629884070416489,0.8422364172399269,0.7450885739592559,0.1177460050462573,0.7943820902727491,0.007412560689422,0.5486219448777951,0.0978192840575797,0.8649829243110158,0.6462934947049926,0.7043276661514685,0.2958470637938318,0.0170454545454545,0.6496417716022579,0.9450244627442564,0.0092485549132947,0.8754394340523416,0.8826666332324036,0.2359406779661016,0.0168454121980283,0.2424639580602883,0.816105908341889,0.1038415366146458,0.7570487707340205,0.6879218613515445
